GeneID	Base mean	log2(FC)	StdErr	Wald-Stats	P-value	P-adj	Chromosome	Start	End	Strand	Feature	Gene name
ENSMUSG00000017737.2	58.3557427037186	1.55235648283223	0.440558857174751	3.52360747616629	0.000425714403545292	0.00307848040157078	chr2	164940779	164955850	+	NA	Mmp9
ENSMUSG00000036972.14	21.7622561066906	1.05623420407384	0.2998681831874	3.52232835390126	0.000427773953213767	0.00309094517700669	chr9	91362412	91389348	+	NA	Zic4
ENSMUSG00000002847.7	9.07910223550174	1.51478207833362	0.430283658050896	3.5204266999014	0.000430853060874093	0.0031072535559807	chr16	38396116	38433145	-	NA	Pla1a
ENSMUSG00000025927.13	26.729602716098	1.09960203728403	0.312843677725981	3.51486098513125	0.00043998424079642	0.00316852287457835	chr1	19208913	19238576	+	NA	Tfap2b
ENSMUSG00000048387.8	35.579715513618	1.05892773265776	0.301630071136064	3.51068356238288	0.000446956101422261	0.00321099036380754	chr12	9570115	9581500	+	NA	Osr1
ENSMUSG00000030562.17	1.91365460692546	1.76735144242727	0.503495771080999	3.51016144312949	0.000447834699020226	0.0032150933953347	chr7	87246095	87398710	+	NA	Nox4
ENSMUSG00000107761.1	3.45622502088021	1.72848017403015	0.492702642835411	3.50816095501958	0.000451215967260546	0.00323603550182435	chr6	125083436	125084029	+	NA	2010008C14Rik
ENSMUSG00000107667.2	2.25330732524354	1.75514163594225	0.500492292198626	3.50683050128911	0.000453477904548664	0.00325114275551122	chr6	50776114	50815033	+	NA	C530044C16Rik
ENSMUSG00000024517.17	19.9489044536403	-1.11173056819925	0.317281752086477	-3.50392217922522	0.000458459312466813	0.00328347931562276	chr18	65872819	65886596	+	NA	Grp
ENSMUSG00000022766.14	14.786506946021	1.09076653887887	0.311307891988052	3.50381910305291	0.00045863679593158	0.00328362592034136	chr16	17331370	17343575	+	NA	Serpind1
ENSMUSG00000081631.1	12.5919061850914	1.12570426722106	0.322065237112413	3.49526784484395	0.000473586243708484	0.00337908874605101	chr11	14162078	14162457	+	NA	Gm12005
ENSMUSG00000026069.15	2.30354298516275	1.74128161607088	0.499077703541673	3.48899901501105	0.00048483293545816	0.00345109298136028	chr1	40429569	40465415	+	NA	Il1rl1
ENSMUSG00000090164.8	5.56687877234131	1.3921788526418	0.399679958185649	3.48323408299382	0.000495394996517491	0.00351789322993898	chr6	128849089	128891126	-	NA	BC035044
ENSMUSG00000025494.8	4.73182089318835	1.64493860025588	0.472748447141671	3.47952195338028	0.000502309212573045	0.00355930445737789	chr7	141091174	141100572	-	NA	Sigirr
ENSMUSG00000097819.1	1.91926497909418	1.74938819444357	0.502981490594073	3.47803692016054	0.000505100349193806	0.00357588476732907	chr1	59488479	59492605	-	NA	Gm26813
ENSMUSG00000017607.9	21.4229999429273	1.25761176248829	0.361665573856796	3.47727805297347	0.000506532224366181	0.00358359553726994	chr11	99065677	99089306	-	NA	Tns4
ENSMUSG00000001918.17	20.5208147998755	1.25944480282055	0.362720212979308	3.4722211714526	0.00051617089583647	0.00364931776356595	chr7	16781339	16798274	+	NA	Slc1a5
ENSMUSG00000052821.3	9.02912582340645	1.50539675735268	0.434317744948662	3.46611846939532	0.000528030559832492	0.00372435180363471	chrX	106574345	106603679	-	NA	Cysltr1
ENSMUSG00000019232.14	49.7680929992088	-1.01577821791237	0.293536237007322	-3.46048661067706	0.000539200047524465	0.00379800963081143	chr3	130617447	130637521	+	NA	Etnppl
ENSMUSG00000114541.1	5.55240688123432	1.56398865636647	0.452534319458314	3.45606640008778	0.000548120279872793	0.00385305526486713	chr13	90179216	90217142	-	NA	Gm29680
ENSMUSG00000031097.15	9.72567991599311	1.46442159412927	0.424456815778498	3.45010738358241	0.000560363606203218	0.00392987394249762	chr7	142441807	142444410	+	NA	Tnni2
ENSMUSG00000068196.5	58.4426116583253	1.03608973932636	0.300671177588676	3.44592304335785	0.000569112405370615	0.00398158220093231	chr16	57624257	57754737	-	NA	Col8a1
ENSMUSG00000060470.7	4.5035936940251	1.71067083210197	0.49646879704779	3.44567642976624	0.000569631984307533	0.00398285312197373	chr8	95017691	95045250	+	NA	Adgrg3
ENSMUSG00000027994.14	10.7283495461736	1.36203916423598	0.395808654579844	3.44115558989432	0.000579235354058644	0.00404054334870861	chr3	129914959	129970206	-	NA	Mcub
ENSMUSG00000085399.7	7.84317846309093	1.60827754358257	0.467386260369643	3.44100304170393	0.000579562017711405	0.00404147398346069	chr4	114909256	114921967	+	NA	Foxd2os
ENSMUSG00000018983.9	12.4805960947786	1.24003252408045	0.361032557021688	3.43468338232431	0.000593246524006486	0.00412726698487946	chr4	136172393	136196057	+	NA	E2f2
ENSMUSG00000030142.10	1.9830334323048	1.70892999543372	0.497924332590779	3.43210781955943	0.000598909402278492	0.00416112701988375	chr6	123281788	123289870	-	NA	Clec4e
ENSMUSG00000110057.1	13.3935503699988	1.05776047453	0.30819544735366	3.43210934364063	0.000598906036460565	0.00416112701988375	chr8	78486033	78486410	-	NA	Gm2225
ENSMUSG00000003824.12	11.5303928504551	1.23779436902488	0.360853118928026	3.43018891648201	0.000603161148296737	0.00418788482547465	chr8	84872110	84888221	+	NA	Syce2
ENSMUSG00000016356.18	11.3298348763792	1.22690316860681	0.358030624888535	3.42681067852443	0.000610714699939168	0.00423611161519994	chr2	180986534	181018363	+	NA	Col20a1
ENSMUSG00000063875.6	12.5608540642813	1.14745298801883	0.334956205201981	3.42568064182274	0.000613260983699661	0.00425236304778217	chr15	76337615	76338362	+	NA	Rps6-ps1
ENSMUSG00000051124.6	7.15318787516907	1.3461309989157	0.393663609030205	3.41949565069506	0.000627373354374955	0.00434014520676263	chr6	48676128	48679114	+	NA	Gimap9
ENSMUSG00000113429.1	12.6391362599106	-1.17994864621759	0.345137910922644	-3.4187743764899	0.000629038622482087	0.00434878833453484	chr12	61499659	61521820	-	NA	Gm20063
ENSMUSG00000109245.1	16.1898548287606	1.0162486841231	0.297355736913218	3.41761922831067	0.0006317141818282	0.00436584226192107	chr7	90030570	90032916	+	NA	Gm44860
ENSMUSG00000035640.18	116.003389661395	-1.00189439983333	0.293236729468312	-3.41667430833081	0.000633910677629638	0.00437957515734015	chr10	80130450	80140835	-	NA	Cbarp
ENSMUSG00000110631.1	1.9070275962926	1.70209139870108	0.498318469023176	3.41566990691232	0.000636253227913935	0.00439430771313214	chr8	121833246	121841178	+	NA	Gm42047
ENSMUSG00000020865.16	7.02651592782258	1.43000716375385	0.419260875787104	3.41078132098353	0.000647770214856859	0.00446314001686935	chr11	94343294	94392997	-	NA	Abcc3
ENSMUSG00000047676.6	10.8250193884143	1.19404023911198	0.350361143256909	3.40802700896666	0.00065434417619512	0.00449993415217644	chr3	150072657	150073542	-	NA	Rpsa-ps10
ENSMUSG00000060131.11	2.32500550154483	1.71005322179159	0.502549735632383	3.40275419633789	0.000667102674068013	0.00457713852453555	chr2	126320972	126500674	-	NA	Atp8b4
ENSMUSG00000101773.1	1.49185569846376	1.70540686066387	0.501177010137224	3.40280345300939	0.000666982425995131	0.00457713852453555	chr18	82754504	82759041	-	NA	2210420H20Rik
ENSMUSG00000031077.7	10.7972743330688	1.2051295415092	0.35447127348436	3.39979465659681	0.000674364764202371	0.00461787502087891	chr7	144577317	144582463	-	NA	Fadd
ENSMUSG00000068758.8	14.109542276497	1.35343627159484	0.398496452275221	3.39635714161914	0.000682891938423278	0.00467015013350099	chr14	14346274	14356011	+	NA	Il3ra
ENSMUSG00000041741.10	15.4684635327517	1.2312427201041	0.362677851299049	3.39486603798387	0.000686621879394282	0.00468340618518351	chr6	141249268	141507448	+	NA	Pde3a
ENSMUSG00000044456.16	10.4675296750268	1.43125512459419	0.422315033354904	3.38906979754945	0.000701301570206937	0.00477108644688929	chr12	102283047	102390855	+	NA	Rin3
ENSMUSG00000075302.10	6.9057700342081	1.51293278956989	0.446485085178071	3.38854049058881	0.000702656537270805	0.00477874997201442	chr2	70508818	70540884	+	NA	Erich2
ENSMUSG00000033576.12	2.69277595755399	1.68871788959669	0.49981545774154	3.37868279870197	0.000728339925332923	0.00492778157828774	chr15	77044728	77057106	+	NA	Apol6
ENSMUSG00000075014.1	7.81843245381595	1.50508672483666	0.446962278281487	3.3673685632343	0.000758891916556208	0.00509492990399357	chr2	98666546	98667301	-	NA	Gm10800
ENSMUSG00000025572.17	15.8781708815873	1.18467221199116	0.352002952938108	3.36551782336741	0.00076400131155347	0.00512758646614818	chr11	117765987	117782198	-	NA	Tmc6
ENSMUSG00000104140.1	24.1786569189474	-1.00696861423823	0.300377823276187	-3.35234007376222	0.000801315224335283	0.0053352133990843	chr1	97878381	97880065	-	NA	Gm37140
ENSMUSG00000042265.13	1.50836618001507	1.67800445634635	0.500594594292762	3.35202272552909	0.000802234332303011	0.00533963290625489	chr17	48232767	48246924	+	NA	Trem1
ENSMUSG00000022574.7	15.4485614224685	1.17696637432782	0.351493880898569	3.34846902972818	0.000812593622478458	0.00539999060276199	chr15	75890955	75894481	-	NA	Naprt
ENSMUSG00000078920.3	5.16893614162114	1.50707115957039	0.450446255448051	3.34572913270492	0.000820665219227035	0.00544670635661535	chr11	49076586	49096974	+	NA	Ifi47
ENSMUSG00000029605.16	6.73918773958784	1.51476199676604	0.453114303254777	3.34300194428935	0.000828773191826406	0.00549702941981149	chr5	120812634	120824163	+	NA	Oas1b
ENSMUSG00000097327.7	3.14854818756136	1.65324600175557	0.495086842226568	3.33930506882465	0.000839882733291774	0.00555661739997813	chr10	22113049	22149270	-	NA	E030030I06Rik
ENSMUSG00000021904.6	28.1253464377407	1.03346272172319	0.310321051353082	3.3303016898693	0.000867519341179266	0.00571415180538015	chr14	31217859	31230352	+	NA	Sema3g
ENSMUSG00000033082.10	10.1701893151462	1.2469365967635	0.374550685807646	3.32915315339691	0.000871104886695417	0.00573596237262634	chr6	129424771	129452000	-	NA	Clec1a
ENSMUSG00000059305.12	3.40109351537597	1.64291658873674	0.493724792178224	3.32759588897387	0.000875988362273579	0.00575906607871675	chr16	16868402	16870843	-	NA	Vpreb1
ENSMUSG00000069892.9	2.76100312398271	1.65831361615528	0.498414747119435	3.32717606318718	0.000877309244459521	0.00576592339075486	chr11	49015873	49051242	-	NA	9930111J21Rik2
ENSMUSG00000023132.8	2.15094035857089	1.67152742483661	0.502751251694276	3.32476034461088	0.000884945679803319	0.00581428495184631	chr13	113093824	113100981	-	NA	Gzma
ENSMUSG00000041974.10	8.69140143567942	1.1850011658455	0.356857205339306	3.32065921078652	0.000898051210179933	0.00588928973298618	chr16	15889223	16146851	-	NA	Spidr
ENSMUSG00000110316.1	13.3244807320319	-1.05852542068495	0.318834944689516	-3.31997931317017	0.000900241187225624	0.00589810274074231	chr7	46511450	46512780	-	NA	Gm45311
ENSMUSG00000051378.10	1.3109876270308	1.66539348670648	0.501738121716345	3.31924845776019	0.000902600820792445	0.00590985941303456	chr11	102905528	102925124	-	NA	Kif18b
ENSMUSG00000078180.4	1.37118227826443	1.66444045401413	0.501474914034169	3.31909016270496	0.000903112645506727	0.00591135986087079	chr13	120304193	120304665	-	NA	Gm20900
ENSMUSG00000101603.1	5.00645102682389	1.56833383508858	0.472571553315862	3.31872247511334	0.000904302549669886	0.00591567246961156	chrX	53051193	53053159	-	NA	Gm28730
ENSMUSG00000030924.16	11.1148078262009	1.10975071122831	0.334493782669742	3.3177020582293	0.000907612420918564	0.00593338498239135	chr7	119794005	119848943	+	NA	Rexo5
ENSMUSG00000052760.16	5.34466820528695	1.53126609665069	0.461824817174188	3.31568603441494	0.000914184715903374	0.00596516223515983	chr1	85717082	85778643	-	NA	A630001G21Rik
ENSMUSG00000022584.14	2.09934846420285	1.66785991983297	0.503009812526067	3.31576020646026	0.000913942133525708	0.00596516223515983	chr15	75108157	75111970	-	NA	Ly6c2
ENSMUSG00000013974.3	4.43796952961668	1.4878120570945	0.448859950880254	3.31464648199683	0.000917590894339814	0.00598365399854335	chr8	3665753	3669259	+	NA	Mcemp1
ENSMUSG00000007107.6	3.17300102165699	1.62034064622034	0.488899014389947	3.31426449742841	0.000918845449834566	0.00598996723578251	chr1	172223512	172258414	-	NA	Atp1a4
ENSMUSG00000022676.7	7.00024214630221	1.4535820888408	0.439508198533301	3.30729231830396	0.000942025339748839	0.0061238967765519	chr16	14705851	14709385	+	NA	Snai2
ENSMUSG00000026938.10	5.7546273260805	1.63575632770982	0.494725498213255	3.30639179427277	0.000945058435024423	0.00613979715801981	chr2	25624665	25628030	-	NA	Fcna
ENSMUSG00000034459.8	13.8879272483698	1.02338432065165	0.309730022530374	3.30411728346833	0.000952759643647606	0.00618214782116115	chr19	34640870	34650009	+	NA	Ifit1
ENSMUSG00000005803.14	20.7931575483604	1.01526002075696	0.307760279059114	3.2988663249878	0.000970761265572434	0.00628141409248648	chr2	122765236	122809569	+	NA	Sqor
ENSMUSG00000033488.11	12.4768582543661	1.12020358948661	0.339685756698135	3.29776438192577	0.000974578771772713	0.00629832072128639	chr1	157458576	157492638	+	NA	Cryzl2
ENSMUSG00000100755.1	12.0350247612229	1.06069187741659	0.321716984566701	3.29697196075975	0.00097733257652769	0.00631026741985909	chr3	37714739	37715164	+	NA	Rps23-ps1
ENSMUSG00000032372.14	7.54523824995508	1.29530448042415	0.392970476103199	3.29618777794387	0.000980064843505362	0.00632550663236273	chr9	92275601	92297752	+	NA	Plscr2
ENSMUSG00000074170.5	15.5158306142878	1.11109556328474	0.338236651811694	3.28496500108251	0.00101995040438502	0.00654702971359852	chr7	38216971	38228016	-	NA	Plekhf1
ENSMUSG00000051043.16	34.6160986583619	1.05165008911614	0.320346679764717	3.28284997331184	0.00102763339981062	0.00659229978228208	chr11	114851151	114872617	+	NA	Gprc5c
ENSMUSG00000072980.3	7.63123551286436	1.24836717933133	0.380667813035938	3.27941353742317	0.00104023080416266	0.00665677686886586	chr2	119609511	119618469	-	NA	Oip5
ENSMUSG00000070354.13	7.23730673473086	1.37664458161394	0.419781015616435	3.27943506352326	0.00104015145021374	0.00665677686886586	chr11	79513384	79530589	-	NA	Evi2
ENSMUSG00000019088.13	11.3757232984951	1.08538325808761	0.33149372327424	3.27421963639923	0.00105954222079952	0.0067555507510916	chrX	74273216	74282337	-	NA	Dnase1l1
ENSMUSG00000034773.16	5.23132211765646	1.43494782592435	0.439058825949896	3.26823591991316	0.00108220116522579	0.00688951992948764	chr11	102248881	102265187	+	NA	BC030867
ENSMUSG00000102059.1	8.2922491618974	1.2035905967543	0.368587732445681	3.26541143615429	0.00109305180753662	0.00695013452447958	chr1	58652640	58655831	+	NA	Gm20257
ENSMUSG00000042293.8	18.9436878770477	1.10309807155025	0.337840346309563	3.26514604783019	0.00109407648733463	0.00695453543453773	chr9	48495441	48495972	+	NA	Gm5617
ENSMUSG00000023243.9	5.90777267107985	1.3846265407842	0.424519951685315	3.26162889467816	0.00110774058664537	0.00703070679469333	chr14	20140056	20181809	-	NA	Kcnk5
ENSMUSG00000039814.15	2.06689442748529	1.63246553358287	0.501455189643761	3.2554564541302	0.00113210255700412	0.00715976352022605	chr8	18932728	18950975	-	NA	Xkr5
ENSMUSG00000043943.14	15.4826797333955	1.10942796142525	0.341502714264159	3.24866513525595	0.00115947885994379	0.00730807154852453	chr9	18321950	18402995	-	NA	Naalad2
ENSMUSG00000051457.7	3.4890994945895	1.61840781574657	0.499265918423535	3.24157479216045	0.00118871237514251	0.00746757041194212	chr7	127132231	127137823	-	NA	Spn
ENSMUSG00000026228.6	4.66836927054229	1.37620946744845	0.425433360642502	3.23484144583787	0.00121710297728413	0.00763216628603988	chr1	86099025	86111970	-	NA	Htr2b
ENSMUSG00000104000.1	1.7439440364608	1.60614346870159	0.496570961571905	3.23446917559841	0.00121869074845443	0.0076331672507856	chr3	10022310	10025539	-	NA	Gm38335
ENSMUSG00000020123.6	4.09973768275211	1.57422720331766	0.48670454060848	3.23446171541682	0.00121872258644733	0.0076331672507856	chr10	122448498	122453452	+	NA	Avpr1a
ENSMUSG00000047810.9	14.1731258795177	1.01379805923963	0.313560418926981	3.2331825002304	0.00122419329757442	0.00766141438730464	chr19	6844622	6858211	-	NA	Ccdc88b
ENSMUSG00000072844.6	7.04920675710344	1.41326355141855	0.43764498706855	3.22924651984459	0.00124116854775075	0.00774822622063027	chrX	169975042	169978917	-	NA	G530011O06Rik
ENSMUSG00000022534.14	1.60931202256852	1.60384908905541	0.496913476368813	3.22762244400274	0.00124823606535298	0.00777841502822613	chr16	3707217	3718097	-	NA	Mefv
ENSMUSG00000000120.6	4.81646170016824	1.45302969354083	0.450302301770922	3.2267871779168	0.00125188535968417	0.00779883185197349	chr11	95568817	95587735	-	NA	Ngfr
ENSMUSG00000032092.5	2.52891140460266	1.60983875726623	0.499223732941434	3.22468394637617	0.00126111809811213	0.00784699874615261	chr9	45039798	45054015	+	NA	Mpzl2
ENSMUSG00000008540.11	51.387140505381	1.13642163750453	0.352759427028553	3.22152024986862	0.00127512451255283	0.00791061374399802	chr6	138140315	138156755	+	NA	Mgst1
ENSMUSG00000046916.9	7.3669996022719	1.23353592009423	0.382902879716273	3.22153732823391	0.00127504851869403	0.00791061374399802	chr10	5593774	5606904	+	NA	Myct1
ENSMUSG00000060380.3	3.38836622918684	-1.58476631003851	0.492806455840225	-3.21579859853199	0.00130082088695121	0.0080390269529582	chr9	44468343	44482180	+	NA	C030014I23Rik
ENSMUSG00000030117.5	1.87276715558611	1.58733070192518	0.493703182149464	3.2151518550363	0.00130375533127303	0.00805478146024017	chr6	122605402	122610087	-	NA	Gdf3
ENSMUSG00000103713.1	7.33543522991476	-1.27930741081268	0.398145215553333	-3.21316786146665	0.00131279538779885	0.00810105929331287	chr3	45438379	45440956	+	NA	Gm2136
ENSMUSG00000075463.3	14.1201373044672	1.10979693789662	0.345410040316392	3.21298401424595	0.00131363600849139	0.00810385541167563	chr14	122913029	122937469	+	NA	4930594M22Rik
ENSMUSG00000090066.2	13.7366326755734	-1.08628058805895	0.338143207027591	-3.21248679696325	0.00131591196741678	0.00811550190934448	chr3	138065051	138081506	+	NA	1110002E22Rik
ENSMUSG00000046808.17	15.8828174649072	1.02032451037268	0.317770844954483	3.21088144671935	0.00132328514991264	0.00815616337757828	chr5	72203328	72298775	+	NA	Atp10d
ENSMUSG00000083432.1	4.30044672206412	1.41156927265572	0.439940520653157	3.2085457155891	0.00133408098440282	0.0082130219684475	chrX	106612100	106612393	+	NA	Gm14878
ENSMUSG00000027408.7	7.79114594890907	1.26128519809521	0.393120567590157	3.20839279874601	0.00133479059808523	0.00821497227126439	chr2	130390774	130397574	-	NA	Cpxm1
ENSMUSG00000097354.7	12.9776054410248	1.14626336260041	0.357681184420122	3.20470690807724	0.00135200076651647	0.00830887476118384	chr6	129208411	129238725	-	NA	2310001H17Rik
ENSMUSG00000017861.11	8.99610696083651	1.3770260970161	0.42978235051628	3.20400801792334	0.0013552870229114	0.00831816966859639	chr2	163054686	163084688	+	NA	Mybl2
ENSMUSG00000042842.11	9.17247305856012	1.2744872882136	0.397760199655829	3.20415991674477	0.0013545721523087	0.00831816966859639	chr13	32965208	32979067	+	NA	Serpinb6b
ENSMUSG00000062082.16	13.3139018705928	1.06236051866559	0.332222313408958	3.19773981393553	0.00138509189931001	0.008479633164599	chr16	44811732	44839150	+	NA	Cd200r4
ENSMUSG00000097399.7	3.07056737209852	1.5153670302728	0.474001761788204	3.19696497446755	0.00138881789301069	0.00849498350293437	chr13	58281182	58299145	+	NA	Gm26555
